listing_id,Space Word Count,Description Word Count,host_response_rate,host_acceptance_rate,host_is_superhost,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
45542,114,151,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,$100.00 ,0,18,96,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.85
45556,175,180,100%,100%,t,t,Private room,2,1.5,1,1,Real Bed,$65.00 ,175,249,98,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,2.1
45910,98,98,100%,50%,t,t,Entire home/apt,16,2.5,5,10,Real Bed,$350.00 ,365,13,88,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.13
45936,174,174,N/A,81%,f,t,Private room,2,1,1,0,Real Bed,$99.00 ,365,129,93,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.12
45940,176,176,N/A,50%,t,t,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,0,35,98,10,10,10,10,10,10,f,f,moderate,f,f,0.51
46544,176,175,N/A,53%,t,t,Entire home/apt,2,1,1,0,Real Bed,$150.00 ,200,58,94,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.5
46911,154,159,100%,100%,t,t,Private room,2,1,1,1,Real Bed,$120.00 ,224,51,95,10,9,10,10,10,9,f,f,moderate,f,f,0.43
47199,147,172,N/A,93%,t,t,Private room,1,1,1,1,Real Bed,$90.00 ,365,220,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,1.85
47322,168,168,0%,10%,f,t,Entire home/apt,4,1,1,1,Real Bed,$215.00 ,350,0,,,,,,,,f,f,flexible,f,f,
47362,165,165,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,365,30,89,9,9,10,10,8,9,f,f,strict_14_with_grace_period,f,t,0.26
47370,88,176,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,$125.00 ,0,3,90,10,10,10,10,10,10,f,f,moderate,f,f,0.03
48719,167,163,100%,91%,f,t,Entire home/apt,2,1,1,1,Real Bed,$149.00 ,49,116,95,10,9,10,10,10,9,f,f,moderate,f,f,1
50447,165,161,100%,99%,t,t,Entire home/apt,3,1,1,2,Real Bed,$135.00 ,365,168,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,f,1.44
51438,111,111,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$130.00 ,0,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
51850,169,169,50%,84%,f,t,Private room,2,1,1,1,Real Bed,$55.00 ,365,53,88,9,9,9,9,8,9,f,f,strict_14_with_grace_period,f,f,0.45
53137,132,132,N/A,N/A,f,t,Entire home/apt,2,1,1,2,Real Bed,$195.00 ,0,10,60,,,,,,,f,f,strict_14_with_grace_period,f,f,0.47
53196,135,173,N/A,100%,f,t,Private room,3,1,1,1,Real Bed,$80.00 ,0,11,98,10,10,10,10,9,10,f,f,moderate,f,f,0.32
53469,116,161,100%,50%,t,t,Entire home/apt,4,1,1,0,Real Bed,$98.00 ,365,33,87,9,9,9,10,9,9,f,f,strict_14_with_grace_period,f,f,0.28
53470,68,68,100%,50%,t,t,Private room,7,1,2,3,Real Bed,$160.00 ,365,6,80,10,9,9,10,9,9,f,f,strict_14_with_grace_period,f,f,0.06
53477,52,128,100%,50%,t,t,Entire home/apt,12,2,4,8,Real Bed,$265.00 ,365,39,95,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,0.35
54158,161,160,100%,75%,f,t,Entire home/apt,5,1,2,2,Real Bed,$249.00 ,14,370,94,10,10,10,10,10,10,t,f,moderate,f,f,3.21
54453,149,149,N/A,N/A,f,t,Shared room,1,1,1,1,Futon,$105.00 ,364,10,90,8,9,9,9,10,9,f,f,strict_14_with_grace_period,t,t,0.09
54466,130,130,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$200.00 ,365,0,,,,,,,,f,f,moderate,f,f,
54508,159,162,100%,100%,t,t,Private room,2,1.5,1,0,Real Bed,$100.00 ,328,403,97,10,7,10,10,10,9,f,f,strict_14_with_grace_period,f,f,3.43
54544,146,147,100%,100%,f,t,Entire home/apt,5,1,1,4,Real Bed,$160.00 ,362,122,92,9,9,9,9,9,9,f,f,moderate,t,t,1.06
54626,179,173,100%,79%,t,t,Private room,2,1.5,1,1,Real Bed,$42.00 ,363,181,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,f,1.7
54694,160,160,50%,84%,f,t,Private room,2,1,1,1,Real Bed,$55.00 ,365,62,87,9,10,9,9,8,9,f,f,strict_14_with_grace_period,f,f,0.53
54860,171,171,100%,100%,t,t,Private room,2,1,1,1,Real Bed,$100.00 ,303,228,97,10,10,10,10,9,10,t,f,moderate,f,f,1.94
55498,164,158,N/A,98%,t,t,Private room,2,1,1,2,Real Bed,$71.00 ,51,42,99,10,10,10,10,9,10,f,f,moderate,t,t,0.37
55959,145,148,100%,100%,f,t,Private room,1,1,1,1,Real Bed,$55.00 ,80,92,96,10,9,10,10,10,10,t,f,moderate,f,f,1.1
55982,171,169,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$85.00 ,0,37,96,10,10,10,10,10,9,t,f,moderate,f,f,0.32
56859,147,147,100%,100%,f,t,Private room,2,1,1,1,Real Bed,$75.00 ,338,207,93,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,1.79
57166,68,179,99%,99%,t,t,Entire home/apt,4,1,1,2,Real Bed,$140.00 ,313,36,93,10,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.31
57297,170,165,N/A,52%,t,t,Entire home/apt,3,1,1,1,Real Bed,$159.00 ,336,239,94,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,2.06
57468,172,169,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$189.00 ,0,205,95,10,10,10,10,10,10,f,f,moderate,f,f,1.77
57618,152,165,N/A,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$250.00 ,6,107,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.98
57740,180,180,N/A,38%,f,t,Entire home/apt,2,1,1,1,Real Bed,$239.00 ,362,7,97,9,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.06
57754,177,177,100%,83%,t,t,Entire home/apt,2,1,1,1,Real Bed,$195.00 ,313,119,99,10,10,10,10,10,10,f,f,moderate,f,t,1.08
57874,160,160,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,$155.00 ,292,252,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,2.16
57901,123,172,100%,100%,f,t,Private room,1,1,1,1,Real Bed,$70.00 ,365,9,95,9,8,9,10,10,9,f,f,flexible,f,f,0.08
58059,147,154,100%,99%,f,t,Private room,3,1.5,1,1,Real Bed,$60.00 ,329,512,94,10,10,10,10,10,10,t,f,strict_14_with_grace_period,t,t,4.61
58062,149,162,N/A,80%,f,t,Private room,4,1,2,3,Real Bed,$139.00 ,257,25,94,9,9,10,10,10,10,f,f,moderate,f,f,0.27
58467,161,161,N/A,75%,f,t,Private room,2,0,1,0,Real Bed,$120.00 ,204,22,96,9,10,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.32
59014,182,176,N/A,90%,t,t,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,235,57,93,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.5
59121,91,91,100%,50%,t,t,Entire home/apt,9,1,3,1,Real Bed,$145.00 ,365,2,100,9,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.02
59709,183,176,100%,14%,f,t,Entire home/apt,5,1,2,2,Real Bed,$200.00 ,318,21,90,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.19
59855,104,104,N/A,100%,t,t,Entire home/apt,4,1,1,1,Real Bed,$250.00 ,159,82,92,9,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.71
60164,81,193,61%,88%,f,t,Entire home/apt,6,1,3,3,Real Bed,$500.00 ,257,106,87,9,9,9,10,9,9,t,f,strict_14_with_grace_period,f,f,1
60193,142,161,N/A,N/A,f,t,Private room,3,1,0,2,Real Bed,$150.00 ,365,2,90,10,10,10,9,8,9,f,f,strict_14_with_grace_period,f,f,0.02
60457,172,169,N/A,50%,f,t,Entire home/apt,3,1,1,1,Real Bed,$225.00 ,0,12,98,9,9,10,10,10,9,f,f,moderate,f,f,0.1
60611,174,174,N/A,71%,f,t,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,365,187,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,1.68
60666,148,148,100%,100%,f,t,Private room,3,1,1,2,Real Bed,$110.00 ,357,215,94,10,10,9,9,9,9,t,f,moderate,t,t,1.87
60673,172,172,N/A,67%,f,t,Private room,2,1,1,1,Airbed,$175.00 ,365,3,100,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.15
60680,69,169,100%,98%,f,t,Entire home/apt,6,1,1,2,Real Bed,$99.00 ,354,154,90,10,9,10,10,10,9,t,f,moderate,f,f,1.33
60794,173,173,N/A,N/A,f,t,Entire home/apt,6,1,3,3,Real Bed,$195.00 ,0,4,100,10,10,9,10,10,10,f,f,strict_14_with_grace_period,f,f,0.04
60948,166,166,67%,93%,f,t,Entire home/apt,5,1,2,4,Real Bed,$140.00 ,197,151,89,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,1.31
61167,176,177,N/A,N/A,f,t,Entire home/apt,4,1,2,3,Real Bed,$135.00 ,0,21,92,9,9,9,9,9,9,f,f,moderate,f,f,0.18
61224,175,175,N/A,0%,f,t,Entire home/apt,4,1,2,2,Real Bed,$900.00 ,343,35,92,9,9,9,10,10,9,f,f,moderate,f,f,0.3
61509,181,179,N/A,0%,f,t,Entire home/apt,3,1,1,1,Real Bed,$110.00 ,179,92,85,9,8,9,9,10,9,f,f,moderate,f,f,0.81
62427,180,180,N/A,67%,t,t,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,105,61,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.56
62430,172,178,N/A,100%,f,t,Entire home/apt,3,1,1,2,Real Bed,$99.00 ,0,129,91,9,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,2.04
62452,200,197,72%,98%,f,t,Private room,2,1,1,1,Real Bed,$38.00 ,364,213,89,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.85
62461,200,197,72%,98%,f,t,Private room,2,1,1,1,Real Bed,$38.00 ,317,165,87,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.46
62468,81,81,N/A,0%,f,f,Entire home/apt,2,1,1,1,Real Bed,$170.00 ,365,30,96,9,9,10,10,10,9,f,f,moderate,f,f,0.27
62787,200,197,72%,98%,f,t,Private room,2,1,1,1,Real Bed,$37.00 ,362,198,88,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.73
62891,187,187,67%,83%,f,t,Entire home/apt,3,1,0,2,Real Bed,$175.00 ,355,197,85,9,8,8,7,10,8,f,f,strict_14_with_grace_period,f,f,1.71
62903,175,174,100%,55%,t,t,Entire home/apt,2,1,1,1,Real Bed,$205.00 ,89,68,98,10,10,10,10,10,10,f,f,moderate,f,f,0.68
62925,156,156,100%,90%,t,t,Entire home/apt,4,2,2,2,Real Bed,$285.00 ,359,128,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,t,1.13
63003,161,172,100%,90%,t,t,Private room,2,1,1,1,Real Bed,$103.00 ,0,123,97,10,10,10,10,10,10,f,f,moderate,f,f,1.63
63320,200,197,72%,98%,f,t,Private room,2,1,1,0,Real Bed,$38.00 ,361,412,92,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,3.57
63360,177,160,100%,89%,f,t,Entire home/apt,5,1,1,3,Futon,$129.00 ,349,480,93,9,9,10,10,10,9,f,f,moderate,t,t,4.39
63546,170,164,50%,32%,f,t,Private room,2,1,1,1,Real Bed,$39.00 ,365,46,88,9,8,9,9,9,9,f,f,strict_14_with_grace_period,f,f,0.42
63573,164,192,N/A,N/A,f,t,Private room,2,2,1,1,Real Bed,$60.00 ,0,9,93,10,8,10,9,10,9,t,f,strict_14_with_grace_period,f,f,0.08
63588,105,153,100%,93%,t,t,Private room,3,1,1,2,Real Bed,$90.00 ,202,0,,,,,,,,f,f,moderate,f,f,
63610,145,137,100%,95%,t,t,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,321,43,98,10,10,10,10,9,9,f,f,moderate,t,t,0.49
63657,134,128,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,0,268,92,9,10,10,10,9,9,f,f,strict_14_with_grace_period,t,t,2.33
63693,169,169,67%,83%,f,t,Entire home/apt,4,2,2,2,Real Bed,$390.00 ,355,153,87,9,8,9,9,10,9,f,f,strict_14_with_grace_period,f,f,1.33
63719,149,188,100%,58%,f,t,Private room,2,1,1,1,Real Bed,$70.00 ,364,41,94,10,9,9,10,8,9,f,f,strict_14_with_grace_period,f,f,0.42
63913,52,152,100%,100%,f,t,Private room,2,1,1,2,Real Bed,$75.00 ,365,1,100,10,10,10,10,8,10,t,f,strict_14_with_grace_period,t,f,0.09
64000,107,209,100%,87%,f,t,Private room,1,1,1,3,Real Bed,$60.00 ,362,14,98,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.12
64015,34,113,N/A,N/A,f,f,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,0,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
64107,150,144,N/A,100%,t,t,Private room,2,1,1,0,Real Bed,$100.00 ,364,308,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.68
64277,158,186,100%,58%,f,t,Private room,2,1,1,1,Real Bed,$70.00 ,364,19,90,9,8,9,10,7,8,f,f,strict_14_with_grace_period,f,f,0.2
64314,159,159,N/A,100%,f,t,Private room,2,1,1,1,Real Bed,$75.00 ,365,112,98,10,10,10,10,10,10,t,f,moderate,f,f,0.98
64361,164,183,N/A,75%,f,t,Entire home/apt,2,1,1,2,Real Bed,$105.00 ,20,69,91,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.62
64365,120,120,N/A,94%,f,t,Private room,3,1,1,1,Real Bed,$60.00 ,341,244,96,10,10,9,9,10,9,f,f,strict_14_with_grace_period,f,t,2.19
64837,170,165,100%,69%,f,t,Private room,2,1,1,1,Real Bed,$68.00 ,90,215,91,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,f,1.87
65200,120,169,100%,75%,f,t,Private room,1,1,1,1,Real Bed,$36.00 ,0,80,88,8,9,10,10,8,9,f,f,strict_14_with_grace_period,f,f,0.86
65268,188,188,N/A,N/A,f,t,Private room,3,1.5,2,2,Real Bed,$75.00 ,162,63,98,10,10,10,10,9,10,f,f,moderate,f,f,0.59
65556,70,170,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$60.00 ,0,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
65562,172,178,100%,17%,f,t,Entire home/apt,3,1,2,2,Real Bed,$129.00 ,329,5,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.11
65615,155,147,100%,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,276,55,93,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.48
65660,166,182,N/A,93%,f,t,Entire home/apt,3,1,1,1,Real Bed,$95.00 ,132,157,90,9,9,9,9,10,9,f,f,strict_14_with_grace_period,f,f,1.37
65813,156,156,N/A,0%,f,t,Private room,1,1,1,1,Real Bed,$75.00 ,343,20,98,10,10,10,10,10,10,f,f,moderate,f,f,0.23
65834,161,161,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,159,11,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.1
66008,73,73,100%,100%,t,t,Entire home/apt,4,1,2,2,Real Bed,$190.00 ,365,68,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.68
66251,0,165,100%,93%,t,t,Entire home/apt,2,1,0,1,Real Bed,$212.00 ,90,90,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.44
66275,177,180,100%,74%,t,t,Private room,5,1,1,2,Real Bed,$95.00 ,365,142,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.3
66718,164,165,100%,100%,f,t,Entire home/apt,5,1,2,2,Real Bed,$135.00 ,252,209,87,9,9,10,10,9,9,t,f,moderate,f,f,1.87
66741,160,160,100%,98%,f,t,Entire home/apt,5,1,1,3,Real Bed,$150.00 ,311,250,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.19
66974,132,168,100%,94%,t,t,Entire home/apt,3,1,1,1,Real Bed,$190.00 ,328,83,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.85
67288,163,166,100%,100%,t,t,Entire home/apt,2,1.5,1,2,Real Bed,$124.00 ,289,28,97,10,10,10,10,9,9,t,f,strict_14_with_grace_period,f,f,0.3
67299,186,171,100%,80%,t,t,Entire home/apt,4,1,1,2,Real Bed,$98.00 ,68,61,98,10,10,10,10,10,10,f,f,flexible,f,f,0.54
67397,167,165,100%,96%,t,t,Private room,2,1,1,1,Real Bed,$122.00 ,331,112,96,10,10,10,10,10,10,f,f,flexible,t,t,1.01
68099,43,54,100%,86%,f,t,Private room,1,1,1,1,Real Bed,$109.00 ,0,112,84,8,8,8,9,9,8,f,f,flexible,f,f,1.02
68305,152,163,N/A,67%,f,t,Private room,1,1,1,2,Real Bed,$85.00 ,365,66,91,9,8,10,10,9,9,f,f,moderate,f,t,0.63
68735,142,148,100%,38%,f,f,Entire home/apt,2,1,1,1,Real Bed,$199.00 ,362,33,99,10,10,10,10,10,10,f,f,flexible,f,f,0.31
68765,169,167,100%,100%,t,t,Entire home/apt,5,1,3,4,Real Bed,$250.00 ,258,137,99,10,10,10,10,10,10,t,f,moderate,f,f,1.51
68900,19,165,N/A,33%,f,t,Private room,2,1,1,1,Real Bed,$125.00 ,364,7,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.1
68974,112,167,100%,92%,t,t,Entire home/apt,6,1,3,3,Real Bed,$575.00 ,358,215,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,1.9
69894,159,165,0%,90%,f,t,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,89,50,96,10,9,10,10,10,9,t,f,strict_14_with_grace_period,t,t,0.51
70128,87,168,N/A,20%,f,t,Private room,1,1,1,1,Real Bed,$65.00 ,83,53,97,9,9,10,10,10,10,f,f,moderate,t,f,0.56
70279,79,186,100%,33%,f,t,Entire home/apt,8,2,2,3,Real Bed,$155.00 ,364,64,83,8,8,9,9,9,8,f,f,strict_14_with_grace_period,f,f,0.57
70609,176,161,100%,84%,f,t,Entire home/apt,7,2,3,6,Real Bed,$500.00 ,354,54,94,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.48
71010,160,156,100%,100%,t,t,Entire home/apt,5,1,2,4,Real Bed,$265.00 ,336,35,99,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.41
71248,164,165,100%,65%,t,t,Entire home/apt,2,1,1,1,Futon,$130.00 ,178,48,96,10,9,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.43
71366,164,158,N/A,80%,f,t,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,331,42,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.42
71384,175,175,N/A,0%,f,t,Entire home/apt,4,1,1,2,Real Bed,$229.00 ,159,50,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.45
71812,74,181,100%,92%,t,t,Entire home/apt,2,1,1,1,Real Bed,$98.00 ,327,7,94,10,10,10,10,10,10,t,f,moderate,f,f,0.31
72190,116,159,N/A,N/A,f,t,Entire home/apt,2,1,1,0,Real Bed,$110.00 ,0,38,91,9,8,10,10,10,9,f,f,moderate,f,f,0.35
73246,181,181,N/A,92%,f,t,Private room,2,1,1,1,Real Bed,$60.00 ,0,3,73,9,7,10,10,10,9,t,f,moderate,f,f,0.56
74073,183,174,100%,94%,t,t,Entire home/apt,4,1,1,1,Real Bed,$195.00 ,180,89,100,10,10,10,10,10,10,t,f,strict_14_with_grace_period,t,t,0.82
74240,164,164,50%,15%,f,f,Entire home/apt,2,1,1,1,Real Bed,$169.00 ,249,70,93,9,9,10,10,10,9,f,f,moderate,f,f,0.62
74333,166,167,100%,78%,f,t,Entire home/apt,3,1,1,2,Real Bed,$113.00 ,275,35,82,9,8,10,9,8,9,f,f,strict_14_with_grace_period,f,f,0.33
74680,187,187,100%,100%,t,t,Entire home/apt,3,1,1,2,Real Bed,$115.00 ,273,223,93,10,9,10,10,9,9,t,f,moderate,f,f,2.04
74821,104,163,N/A,0%,f,t,Entire home/apt,5,1,2,2,Real Bed,$149.00 ,37,47,93,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,f,0.42
74860,0,120,N/A,25%,f,t,Entire home/apt,3,1,1,1,Real Bed,$75.00 ,0,3,93,10,9,8,9,9,9,f,f,moderate,f,f,0.03
75193,75,166,100%,100%,t,t,Private room,1,1,1,1,Real Bed,$53.00 ,0,263,94,10,9,10,10,10,10,t,f,moderate,t,t,2.33
75635,175,175,100%,100%,t,t,Entire home/apt,3,1,1,2,Real Bed,$150.00 ,241,321,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.84
76761,173,168,100%,99%,t,t,Entire home/apt,6,1,2,3,Real Bed,$169.00 ,0,434,97,10,10,10,10,10,10,f,f,moderate,t,t,3.9
77765,73,133,100%,95%,t,t,Hotel room,2,1,1,1,Real Bed,$179.00 ,146,38,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.34
77936,150,149,100%,86%,f,t,Private room,2,1,1,1,Real Bed,$150.00 ,180,46,95,10,9,10,10,10,9,f,f,moderate,t,t,0.41
78919,137,160,N/A,N/A,f,t,Entire home/apt,4,2.5,2,2,Real Bed,$135.00 ,0,6,92,9,8,10,10,10,9,t,f,moderate,f,f,0.08
80493,154,188,100%,94%,f,t,Private room,2,1.5,1,2,Real Bed,$65.00 ,290,202,87,9,8,10,10,10,9,f,f,moderate,f,t,1.8
80684,152,168,100%,95%,t,t,Hotel room,4,1,1,2,Real Bed,$349.00 ,146,8,100,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.08
80700,141,166,100%,95%,t,t,Private room,4,1,1,2,Real Bed,$349.00 ,146,7,91,10,9,10,10,7,10,f,f,strict_14_with_grace_period,f,t,0.07
80924,168,163,N/A,70%,f,t,Entire home/apt,5,1.5,3,5,Real Bed,$165.00 ,0,37,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.48
81739,128,168,100%,95%,t,t,Private room,4,1,1,2,Real Bed,$249.00 ,146,2,80,10,10,10,9,7,9,f,f,strict_14_with_grace_period,f,t,0.02
82549,69,171,N/A,78%,t,t,Private room,1,1,1,1,Real Bed,$100.00 ,0,67,97,10,9,10,10,10,9,f,f,moderate,t,f,0.62
82550,50,171,N/A,78%,t,t,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,170,93,96,10,9,10,10,10,9,f,f,moderate,t,f,0.88
82638,171,171,N/A,81%,f,t,Entire home/apt,2,1,1,1,Real Bed,$169.00 ,319,263,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,2.37
82928,39,160,100%,97%,t,t,Entire home/apt,5,1,2,3,Real Bed,$185.00 ,321,71,98,10,10,10,10,10,10,f,f,moderate,f,f,1.31
83243,165,175,100%,63%,f,t,Entire home/apt,2,1,1,0,Real Bed,$65.00 ,365,250,89,9,9,10,10,9,9,f,f,moderate,f,t,2.24
83391,153,162,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,$240.00 ,365,9,96,10,10,10,10,10,9,f,f,flexible,f,f,0.11
83446,151,161,100%,100%,f,t,Entire home/apt,3,1,2,3,Real Bed,$130.00 ,8,6,93,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.05
83847,55,171,100%,96%,t,t,Entire home/apt,2,1,1,1,Real Bed,$143.00 ,80,44,98,10,10,10,10,10,9,f,f,flexible,f,f,0.4
84010,32,83,100%,95%,t,t,Hotel room,2,1,1,1,Real Bed,$179.00 ,146,16,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.15
84059,116,161,N/A,N/A,f,t,Entire home/apt,6,1.5,3,3,Real Bed,$150.00 ,0,5,80,9,8,9,10,8,9,f,f,strict_14_with_grace_period,f,f,0.04
84659,190,190,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,$159.00 ,169,437,94,10,9,10,10,10,9,t,f,strict_14_with_grace_period,t,t,3.93
86215,104,172,100%,81%,t,t,Entire home/apt,6,1,2,3,Real Bed,$199.00 ,155,166,95,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.49
87279,112,168,N/A,100%,t,t,Private room,1,1,1,1,Pull-out Sofa,$69.00 ,364,136,94,10,10,10,10,10,10,f,f,moderate,f,f,1.23
89621,167,167,100%,100%,f,t,Entire home/apt,3,1,1,3,Pull-out Sofa,$90.00 ,354,238,89,9,9,9,9,9,9,t,f,strict_14_with_grace_period,f,f,2.21
93313,136,183,100%,100%,f,t,Entire home/apt,5,1,2,4,Real Bed,$120.00 ,322,98,94,10,10,10,10,9,9,t,f,strict_14_with_grace_period,t,t,0.89
94035,83,174,N/A,73%,t,t,Private room,2,1,1,1,Real Bed,$80.00 ,365,51,98,10,10,10,10,10,10,f,f,moderate,f,f,1.11
94209,79,160,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,364,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
94477,183,178,100%,99%,t,t,Entire home/apt,6,1,2,3,Real Bed,$175.00 ,207,411,95,10,9,10,10,9,10,f,f,flexible,f,f,3.73
94783,166,168,N/A,100%,t,t,Entire home/apt,2,1.5,1,1,Real Bed,$120.00 ,365,112,97,10,10,10,10,9,9,t,f,strict_14_with_grace_period,t,t,1.01
95747,165,182,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$140.00 ,87,13,100,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.12
95883,174,174,N/A,100%,f,t,Entire home/apt,6,1,2,4,Real Bed,$200.00 ,159,5,92,10,10,10,10,9,9,f,f,moderate,f,f,0.07
96471,165,165,N/A,72%,t,t,Private room,5,1.5,1,3,Real Bed,$165.00 ,364,13,100,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.12
98663,168,167,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,343,19,96,10,9,10,10,9,10,t,f,moderate,f,f,0.17
99070,184,185,100%,38%,t,t,Shared room,1,1,1,1,Real Bed,$60.00 ,179,136,99,10,10,10,10,9,10,f,f,moderate,t,f,1.22
99085,71,147,100%,83%,t,t,Entire home/apt,2,1,0,1,Real Bed,$123.00 ,161,16,100,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.14
99662,179,173,100%,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,365,28,86,9,8,9,10,9,9,f,f,strict_14_with_grace_period,t,t,0.25
